product_name,product_description,product_rating,product_price,regular_price,product_url
Ducray Kelual,"krem kojący łuszczycę twarzy, 40 ml",,73.99,73.99,/ducray-krem-kojacy-luszczyce-twarzy-40-ml-000000000000406714.html
AA Technologia Wieku 5Repair,"krem do twarzy na noc, 50 ml",,22.99,22.99,/aa-krem-do-twarzy-na-noc-50-ml-000000000000312601.html
Auna,"masło regenerujące do twarzy i ciała z olejem różanym i makowym, 60 ml",,45.0,45.0,/auna-maslo-regenerujace-do-twarzy-i-ciala-z-olejem-rozanym-i-makowym-60-ml-47140116.html
Lancaster Sun Beauty,"krem do opalania twarzy SPF15, 50 ml",,99.99,99.99,/lancaster-krem-do-opalania-twarzy-spf15-50-ml-49918301.html
Filorga Time-Filler 5XP,"przeciwzmarszczkowy żel-krem do twarzy, 50 ml",,181.31,181.31,/filorga-przeciwzmarszczkowy-zel-krem-do-twarzy-50-ml-49288201.html
bareMinerals Complexion Rescue,"nawilżający krem-żel koloryzujący SPF30 1.5 Birch, 35 ml",,159.99,159.99,/bareminerals-nawilzajacy-krem-zel-koloryzujacy-spf30-1.5-birch-35-ml-51792629.html
Nowa Kosmetyka Najprostszy Na Świecie,"krem do twarzy, 180 ml",,71.99,71.99,/nowa-kosmetyka-krem-do-twarzy-180-ml-51792969.html
Teaology Biała Herbata,"krem do twarzy i szyi, 50 ml",(1),104.99,139.99,/teaology-krem-do-twarzy-i-szyi-50-ml-000000000000303333.html
Lirene Superfood for Skin,"przeciwzmarszczkowy bogaty krem do twarzy na dzień i noc, 50 ml",(5),32.99,32.99,/lirene-przeciwzmarszczkowy-bogaty-krem-do-twarzy-na-dzien-i-noc-50-ml-000000000000364687.html
Lancaster Sun Perfect,"rozświetlający krem ochronny do twarzy SPF30, 50 ml",,126.99,126.99,/lancaster-rozswietlajacy-krem-ochronny-do-twarzy-spf30-50-ml-49918298.html
Clarena Sensitive Line,"krem do twarzy łagodząco-wyciszający, 50 ml",,131.0,131.0,/clarena-krem-do-twarzy-lagodzaco-wyciszajacy-50-ml-46057879.html
Filorga NCEF-Essence,"regenerująca emulsja do twarzy, 150 ml",,129.33,129.33,/filorga-regenerujaca-emulsja-do-twarzy-150-ml-49288192.html
Payot Blue Techni Liss,"krem wygładzający do twarzy SPF30, 40 ml",,145.99,145.99,/payot-krem-wygladzajacy-do-twarzy-spf30-40-ml-49918388.html
Lancaster Sun 365 Self Tan,"samoopalający żel-krem do twarzy, 50 ml",,99.99,99.99,/lancaster-samoopalajacy-zel-krem-do-twarzy-50-ml-49918297.html
Revuele,"przeciwzmarszczkowy krem-żel do twarzy, 100 ml",(9),18.99,18.99,/revuele-przeciwzmarszczkowy-krem-zel-do-twarzy-100-ml-000000000000407563.html
Vao Lab,"przeciwzmarszczkowy krem do twarzy dzika róża, 50 ml",,149.0,149.0,/vao-lab-przeciwzmarszczkowy-krem-do-twarzy-dzika-roza-50-ml-43700627.html
Yvette Autobiography,"liposomowy krem przeciwstarzeniowy do twarzy, 50 ml",,186.0,186.0,/yvette-liposomowy-krem-przeciwstarzeniowy-do-twarzy-50-ml-49183434.html
Payot Sunny,"krem ochronny do twarzy i ciała SPF50, 150 ml",,87.99,87.99,/payot-krem-ochronny-do-twarzy-i-ciala-spf50-150-ml-49918382.html
AA Technologia Wieku 5Repair,"nawilżająco-energetyzujący krem do twarzy na dzień 30+, 50 ml",,22.99,22.99,/aa-nawilzajaco-energetyzujacy-krem-do-twarzy-na-dzien-30-50-ml-000000000000312599.html
Mizon,"regenerujący krem do twarzy, 45 ml",,69.99,69.99,/mizon-regenerujacy-krem-do-twarzy-45-ml-000000000000424346.html
Hongik Skin Prestige Syn-Ake,"krem do twarzy z ekstraktem z jadu węża, 80 g",,105.99,105.99,/hongik-skin-prestige-krem-do-twarzy-z-ekstraktem-z-jadu-weza-80-g-51792495.html
Rexaline Line Killer,"przeciwzmarszczkowy krem regenerujący do twarzy, 50 ml",,168.99,168.99,/rexaline-przeciwzmarszczkowy-krem-regenerujacy-do-twarzy-50-ml-54814788.html
Tocobo,"krem do twarzy, 50 ml",,89.0,89.0,/tocobo-krem-do-twarzy-50-ml-57982566.html
Herbliz Berlin,"balsam i maska do twarzy na noc z CBD 400 mg, 50 ml",,127.0,149.99,/herbliz-berlin-balsam-i-maska-do-twarzy-na-noc-z-cbd-400-mg-50-ml-44302392.html
Lambre Colostrum,"krem do twarzy intensywnie odbudowujący skórę, 50 ml",,54.99,72.99,/lambre-krem-do-twarzy-intensywnie-odbudowujacy-skore-50-ml-40000011.html
Logona,"odżywczy krem na noc z organicznym aloesem, 30 ml",,62.99,89.99,/logona-odzywczy-krem-na-noc-z-organicznym-aloesem-30-ml-000000000000449992.html
Payot Optimale,"nawilżający i przeciwzmęczeniowy żel-krem do twarzy, 50 ml",,101.99,101.99,/payot-nawilzajacy-i-przeciwzmeczeniowy-zel-krem-do-twarzy-50-ml-49918361.html
Comfort Zone Renight,"krem odżywczo-antyoksydacyjny do twarzy na noc, 60 ml",,279.98,279.98,/comfort-zone-krem-odzywczo-antyoksydacyjny-do-twarzy-na-noc-60-ml-49918155.html
Whamisa,"nawadniający krem do twarzy, 50 ml",,199.99,199.99,/whamisa-nawadniajacy-krem-do-twarzy-50-ml-000000000000430288.html
Comfort Zone Hydramemory,"krem-żel do twarzy 24-godzinne podwójne nawilżenie, 60 ml",,234.0,234.0,/comfort-zone-krem-zel-do-twarzy-24-godzinne-podwojne-nawilzenie-60-ml-49918156.html
SPA Nałęczów Złota Perła,"luksusowy krem do twarzy z 24-karatowym złotem, 60 g",,59.9,59.9,/spa-naleczow-luksusowy-krem-do-twarzy-z-24-karatowym-zlotem-60-g-45395243.html
AA Technologia Wieku,"odżywczy krem do twarzy na dzień i noc, 50 ml",,14.99,14.99,/aa-krem-do-twarzy-na-dzien-na-noc-50ml-000000000000242676.html
Yvette Autobiography,"odmładzający krem z lilią gwiezdną do twarzy na noc, 50 ml",,186.0,186.0,/yvette-odmladzajacy-krem-z-lilia-gwiezdna-do-twarzy-na-noc-50-ml-49183433.html
Vao Lab,"krem do twarzy nawilżający prawoślaz, 50 ml",,129.0,129.0,/vao-lab-krem-do-twarzy-nawilzajacy-prawoslaz-50-ml-43700628.html
Filorga Hydra-Hyal,"nawilżający krem do twarzy, 50 ml",,175.99,175.99,/filorga-nawilzajacy-krem-do-twarzy-50-ml-54197078.html
Eisenberg Classique,"matujący krem do skóry mieszanej i tłustej, 50 ml",,297.99,297.99,/eisenberg-matujacy-krem-do-skory-mieszanej-i-tlustej-50-ml-54814819.html
Barwa Siarkowa,"krem łagodzący z aloesem do twarzy, 50 ml",,17.5,17.5,/barwa-krem-lagodzacy-z-aloesem-do-twarzy-50-ml-000000000000433786.html
Lambre Mizu,"krem-żel do twarzy na dzień o działaniu nawilżającym, 50 ml",,49.99,67.99,/lambre-krem-zel-do-twarzy-na-dzien-o-dzialaniu-nawilzajacym-50-ml-40000025.html
Lambre Evermatting,"krem do twarzy matujący na noc i pod oczy, 50 ml",,49.99,67.99,/lambre-krem-do-twarzy-matujacy-na-noc-i-pod-oczy-50-ml-40000023.html
Lambre Zen,"krem do twarzy na dzień modelujący owal twarzy SPF15, 50 ml",,69.99,94.99,/lambre-krem-do-twarzy-na-dzien-modelujacy-owal-twarzy-spf15-50-ml-40000036.html
Sukin Rosehip,"intensywnie nawilżająca kremowa maska do twarzy, 100 ml",,56.99,59.99,/sukin-intensywnie-nawilzajaca-kremowa-maska-do-twarzy-100-ml-000000000000434227.html
A-Derma Dermalibour+,"krem ochronny, 50 ml",(1),59.99,59.99,/a-derma-krem-ochronny-50-ml-000000000000371718.html
Creamy,"kwas hialuronowy 5%, 30 ml",,129.99,129.99,/creamy-kwas-hialuronowy-5-30-ml-49918170.html
Haruharu Wonder Honey Green,"rozświetlający krem do twarzy, 38 g",,64.89,64.89,/haruharu-wonder-rozswietlajacy-krem-do-twarzy-38-g-47911433.html
Veracova Hydra,"zapas kremu nawilżającego do twarzy, 50 ml",,139.99,139.99,/veracova-zapas-kremu-nawilzajacego-do-twarzy-50-ml-000000000000433515.html
Kiko Milano Smart Urban Shield,"krem nawilżający i przeciwutleniający SPF15, 50 ml",,77.99,77.99,/kiko-milano-krem-nawilzajacy-i-przeciwutleniajacy-spf15-50-ml-44156901.html
Filorga Skin-Unify Radiance,"udoskonalający fluid rozświetlający do twarzy, 15 ml",,109.99,109.99,/filorga-udoskonalajacy-fluid-rozswietlajacy-do-twarzy-15-ml-49288199.html
Lancaster Sun Beauty,"fluid do opalania twarzy SPF30, 30 ml",,99.99,99.99,/lancaster-fluid-do-opalania-twarzy-spf30-30-ml-49918292.html
Yvette Autobiography,"luksusowy przeciwstarzeniowy krem do twarzy na dzień, 50 ml",,208.0,208.0,/yvette-luksusowy-przeciwstarzeniowy-krem-do-twarzy-na-dzien-50-ml-49183435.html
Babor HSR Lifting,"luksusowy krem przeciwzmarszczkowy do szyi i dekoltu, 50 ml",,379.98,379.98,/babor-luksusowy-krem-przeciwzmarszczkowy-do-szyi-i-dekoltu-50-ml-50703306.html
Lirene Cannabis Garden,"łagodzący krem do twarzy na noc, 50 ml",,29.99,29.99,/lirene-lagodzacy-krem-do-twarzy-na-noc-50-ml-000000000000377216.html
Korres Castanea Arcadia,"przeciwzmarszczkowy krem na noc z wyciągiem z kasztanowca, 40 ml",,179.99,179.99,/korres-przeciwzmarszczkowy-krem-na-noc-z-wyciagiem-z-kasztanowca-40-ml-42986205.html
Elemis Pro-Collagen Anti-Ageing,"przeciwzmarszczkowy krem na dzień, 50 ml",,267.0,267.0,/elemis-przeciwzmarszczkowy-krem-na-dzien-50-ml-54814888.html
Filorga Oxygen-Glow,"udoskonalający krem rozświetlający do twarzy, 50 ml",,145.99,145.99,/filorga-udoskonalajacy-krem-rozswietlajacy-do-twarzy-50-ml-54197076.html
Elemis Men,"nawilżający krem do twarzy na dzień, 50 ml",,105.99,105.99,/elemis-nawilzajacy-krem-do-twarzy-na-dzien-50-ml-51792730.html
Babor Men,"energetyzujący krem-żel do twarzy i okolic oczu, 50 ml",,214.99,214.99,/babor-energetyzujacy-krem-zel-do-twarzy-i-okolic-oczu-50-ml-54197068.html
Payot Roselift Collagene,"liftingujący krem do twarzy na noc, 50 ml",,195.99,195.99,/payot-liftingujacy-krem-do-twarzy-na-noc-50-ml-54197098.html
Organique,"krem do twarzy dla skóry naczyniowej anti couperose dermo expert, 50 ml",,76.99,109.99,/organique-krem-do-twarzy-dla-skory-naczyniowej-anti-couperose-dermo-expert-50-ml-000000000000433658.html
Organique Anti-Acne,"krem do twarzy dla skóry tłustej i trądzikowej anti acne dermo expert, 50 ml",,76.99,109.99,/organique-krem-do-twarzy-dla-skory--tlustej-i-tradzikowej-anti-acne-dermo-expert-50-ml-000000000000433505.html
Lambre DNA-Shot,"krem do twarzy odmładzający na dzień, 50 ml",,53.99,70.98,/lambre-krem-do-twarzy-odmladzajacy-na-dzien-50-ml-40000012.html
Sukin Rosehip,"odżywczy krem do twarzy ​​na noc, 120 ml",,75.99,79.99,/sukin-odzywczy-krem-do-twarzy-%E2%80%8B%E2%80%8Bna-noc-120-ml-000000000000434229.html
Phenome Oil-Control,"krem do twarzy, 50 ml",,118.99,148.99,/phenome-krem-do-twarzy-50-ml-000000000000429414.html
Korres Wild Rose,"nawilżający krem do twarzy na dzień z witaminą C, 40 ml",(1),139.99,139.99,/korres-nawilzajacy-krem-do-twarzy-na-dzien-z-witamina-c-40-ml-42986218.html
Haruharu Wonder,"antyoksydacyjny krem do twarzy z ekstraktem z jagód maqui, 38 g",,64.89,64.89,/haruharu-wonder-antyoksydacyjny-krem-do-twarzy-z-ekstraktem-z-jagod-maqui-38-g-47911430.html
Derma Man,"krem do twarzy, 50 ml",,66.99,66.99,/derma-krem-do-twarzy-50-ml-50320206.html
Bioup Eko Sorbet Limona,"regulujący krem olejowy do twarzy z konopią i brzozą, 60 ml",,76.9,76.9,/bioup-regulujacy-krem-olejowy-do-twarzy-z-konopia-i-brzoza-60-ml-49829720.html
Korres Golden Krocus,"krem przeciwstarzeniowy z szafranem, 50 ml",,289.98,289.98,/korres-krem-przeciwstarzeniowy-z-szafranem-50-ml-42986241.html
Babor Skinovage,"równoważący krem do cery tłustej i problematycznej, 50 ml",,239.99,239.99,/babor-rownowazacy-krem-do-cery-tlustej-i-problematycznej-50-ml-50703310.html
Korres Wild Rose,"rozjaśniająca maska-krem do twarzy na noc z witaminą C, 40 ml",,139.99,139.99,/korres-rozjasniajaca-maska-krem-do-twarzy-na-noc-z-witamina-c-40-ml-42986207.html
Filorga Lift-Structure,"ultraliftingujący fluid rozświetlający do twarzy Rosy Glow, 50 ml",,227.99,227.99,/filorga-ultraliftingujacy-fluid-rozswietlajacy-do-twarzy-rosy-glow-50-ml-49829709.html
Payot Nutricia,"odżywczo-regenerujący balsam do twarzy, 50 ml",,146.98,146.98,/payot-odzywczo-regenerujacy-balsam-do-twarzy-50-ml-49918392.html
Clarena Dermatology Line,"lotion algowo-ziołowy do twarzy, 30 ml",,22.0,22.0,/clarena-lotion-algowo-ziolowy-do-twarzy-30-ml-46057827.html
Elemis Superfood,"krem do twarzy na dzień z prebiotykami, 50 ml",,189.9,189.9,/elemis-krem-do-twarzy-na-dzien-z-prebiotykami-50-ml-49829696.html
Kann For Men,"krem na noc dla mężczyzn, 50 ml",,75.99,75.99,/kann-krem-na-noc-dla-mezczyzn-50-ml-51792811.html
The Balm,"krem do twarzy na noc, 30 ml",,109.99,109.99,/the-balm-krem-do-twarzy-na-noc-30-ml-000000000000465689.html
Elemis Superfood,"krem na noc z prebiotykami, 50 ml",,149.99,149.99,/elemis-krem-na-noc-z-prebiotykami-50-ml-51792735.html
Eisenberg Classique,"przeciwzmarszczkowy krem do okolic oczu i ust, 30 ml",,347.99,347.99,/eisenberg-przeciwzmarszczkowy-krem-do-okolic-oczu-i-ust-30-ml-54814796.html
Elemis Dynamic Resurfacing,"wygładzający krem do twarzy nawilżający na noc, 50 ml",,249.99,249.99,/elemis-wygladzajacy-krem-do-twarzy-nawilzajacy-na-noc-50-ml-51792731.html
The Balm,"rozświetlający krem do twarzy na dzień, 30 ml",,69.99,69.99,/the-balm-rozswietlajacy-krem-do-twarzy-na-dzien-30-ml-000000000000465683.html
Phenome 24-Hour,"krem nawilżający do twarzy, 50 ml",,126.99,158.99,/phenome-krem-nawilzajacy-do-twarzy-50-ml-000000000000429446.html
Dr.Hauschka,"krem tonizujący do twarzy na dzień, 30 ml",,132.99,139.99,/dr.hauschka-krem-tonizujacy-do-twarzy-na-dzien-30-ml-000000000000407262.html
Lambre Mizu,"krem do twarzy na noc o działaniu nawilżającym, 50 ml",,52.99,63.98,/lambre-krem-do-twarzy-na-noc-o-dzialaniu-nawilzajacym-50-ml-40000026.html
Lambre Zen,"intensywnie odbudowujący krem do twarzy na noc, 50 ml",,66.99,88.99,/lambre-intensywnie-odbudowujacy-krem-do-twarzy-na-noc-50-ml-40000037.html
Creamy More Moringa,"mocno nawilżający krem do twarzy na dzień, 15 g",,96.99,96.99,/creamy-mocno-nawilzajacy-krem-do-twarzy-na-dzien-15-g-49918168.html
Korres Greek Yoghurt,"maska do twarzy z greckim jogurtem, 100 ml",,139.99,139.99,/korres-maska-do-twarzy-z-greckim-jogurtem-100-ml-42986217.html
Joik,"wielofunkcyjny super balsam do twarzy i ust, 15 ml",,86.99,86.99,/joik-wielofunkcyjny-super-balsam-do-twarzy-i-ust-15-ml-50703450.html
Eisenberg Start,"ochronny krem do twarzy, 50 ml",,179.99,179.99,/eisenberg-ochronny-krem-do-twarzy-50-ml-50703345.html
Comfort Zone Sacred Nature,"krem odżywczy do twarzy, 50 ml",,249.99,249.99,/comfort-zone-krem-odzywczy-do-twarzy-50-ml-49918149.html
Kiko Milano Bright Lift,"liftingujący krem rozświetlający na dzień z kolagenem morskim SPF15, 50 ml",,124.0,124.0,/kiko-milano-liftingujacy-krem-rozswietlajacy-na-dzien-z-kolagenem-morskim-spf15-50-ml-44156352.html
Korres Castanea Arcadia,"krem na dzień z wyciągiem z kasztanowca, 40 ml",,169.99,169.99,/korres-krem-na-dzien-z-wyciagiem-z-kasztanowca-40-ml-42986203.html
Korres Castanea Arcadia,"przeciwzmarszczkowy krem na dzień z wyciągiem z kasztanowca, 40 ml",,169.99,169.99,/korres-przeciwzmarszczkowy-krem-na-dzien-z-wyciagiem-z-kasztanowca-40-ml-42986204.html
Creamy Cherish Me,"kojąca maseczka-krem dla każdego rodzaju skóry, 15 g",,89.99,89.99,/creamy-kojaca-maseczka-krem-dla-kazdego-rodzaju-skory-15-g-49918175.html
Comfort Zone Sublime Skin,"krem uelastyczniający do twarzy, 60 ml",,369.98,369.98,/comfort-zone-krem-uelastyczniajacy-do-twarzy-60-ml-49918154.html
Mavala Skin Vitality,"kremowy peeling do twarzy, 65 ml",,83.98,83.98,/mavala-kremowy-peeling-do-twarzy-65-ml-50703528.html
Bandi Hydro Care,"intensywnie nawilżający krem do twarzy, 30 ml",,49.99,49.99,/bandi-intensywnie-nawilzajacy-krem-do-twarzy-30-ml-000000000000367725.html
Rexaline Derma,"krem przywracający komfort dla skóry wrażliwej, 50 ml",,99.99,99.99,/rexaline-krem-przywracajacy-komfort-dla-skory-wrazliwej-50-ml-51793024.html
Elemis Pro-Collagen Anti-Ageing,"ujędrniający krem do twarzy na noc, 50 ml",,400.0,400.0,/elemis-ujedrniajacy-krem-do-twarzy-na-noc-50-ml-51792732.html
Elemis Pro-Collagen Anti-Ageing,"bogaty krem ​​przeciwzmarszczkowy na dzień, 50 ml",,222.99,222.99,/elemis-bogaty-krem-%E2%80%8B%E2%80%8Bprzeciwzmarszczkowy-na-dzien-50-ml-54814891.html
Dr. Hauschka,"krem do twarzy z przypołudnika, 40 ml",,189.99,189.99,/dr.-hauschka-krem-do-twarzy-z-przypoludnika-40-ml-000000000000464289.html
Mario Badescu Vitamin C,"lekki krem do twarzy na dzień, 28 g",,199.9,199.9,/mario-badescu-lekki-krem-do-twarzy-na-dzien-28-g-000000000000459460.html
Shy Deer For Men,"krem dla skóry okolicy oczu dla mężczyzn, 30 ml",,94.99,94.99,/shy-deer-krem-dla-skory-okolicy-oczu-dla-mezczyzn-30-ml-50703697.html
Kiko Milano Bright Lift,"liftingujący krem regenerujący z kolagenem morskim na noc, 50 ml",,124.0,124.0,/kiko-milano-liftingujacy-krem-regenerujacy-z-kolagenem-morskim-na-noc-50-ml-44157098.html
Revox Just Daily Sun Shield,"krem przeciwsłoneczny do twarzy SPF50, 30 ml",(1203),24.49,34.99,/revox-krem-przeciwsloneczny-do-twarzy-spf50-30-ml-000000000000387034.html
Holika Holika Aloe Water Proof Sun Gel,"wodoodporny krem-żel przeciwsłoneczny do twarzy SPF50 PA++++, 100 ml",(549),89.99,89.99,/holika-holika-wodoodporny-krem-zel-przeciwsloneczny-do-twarzy-spf50-pa-100-ml-000000000000390581.html
Skin79 Waterproof Sun Gel UV,"lekki krem przeciwsłoneczny do twarzy z SPF50 PA++++, 50 ml",(327),64.99,64.99,/skin79-lekki-krem-przeciwsloneczny-do-twarzy-z-spf50-pa-50-ml-000000000000308192.html
Skin79 Waterproof Sun Gel UV,"lekki krem przeciwsłoneczny do twarzy z SPF50 PA++++, 100 ml",(99),84.99,84.99,/skin79-lekki-krem-przeciwsloneczny-do-twarzy-z-spf50-pa-100-ml-000000000000435701.html
Dermedic Hydrain3 Hialuro,"ultranawilżający krem-żel do twarzy, 50 g",(317),24.99,37.99,/dermedic-krem-zel-do-twarzy-50g-000000000000273818.html
L'Oréal Paris Revitalift Clinical,"rozświetlający krem z witaminą C i SPF50 do twarzy na dzień, 50 ml",(11),47.99,58.99,/loreal-paris-rozswietlajacy-krem-z-witamina-c-i-spf50-do-twarzy-na-dzien-50-ml-000000000000434916.html
Lirene Coconut Shine,"rozświetlający krem do twarzy i ciała, 150 ml",(27),27.49,27.49,/lirene-rozswietlajacy-krem-do-twarzy-i-ciala-150-ml-000000000000383540.html
Lirene Sun,"krem ochronny z SPF50 do twarzy, 40 ml",(147),23.99,23.99,/lirene-nawilzajacy-ochronny-krem-do-twarzy-spf-50-40ml-000000000000357025.html
